customerid,recency,total_orders,total_revenue,avg_order_value,total_quantity,avg_quantity_per_order,unique_products,active_months,purchase_frequency,customer_tenure_days,avg_days_between,median_days_between,spending_trend,cancellation_count,cancellation_rate,cancelled_revenue,country_encoded,future_6_month_revenue,future_6_month_orders
12427,191,1,249.5,249.5,76,76.0,9,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,389.82,2
12428,62,5,4666.64,933.3280000000001,2489,497.8,217,2,3.623809523809524,42,13.666666666666666,12.0,-0.9425051893077598,0.0,0.0,0.0,Other,1265.76,3
12429,47,6,2553.27,425.545,1189,198.16666666666666,70,4,0.5725391849529781,319,106.33333333333333,105.0,-0.2956497940711172,0.0,0.0,0.0,Other,1755.16,2
12431,20,17,5848.35,344.02058823529416,2379,139.94117647058823,195,12,1.0475303643724696,494,30.8125,24.5,0.006491502479466447,0.0,0.0,0.0,Australia,2110.08,6
12433,185,5,5622.43,1124.486,3970,794.0,148,4,1.3711711711711712,111,27.5,26.5,3.7789826397097377,0.0,0.0,0.0,Other,6483.83,5
12434,79,2,583.54,291.77,215,107.5,34,2,0.5031404958677687,121,121.0,121.0,-0.03713545696121639,0.0,0.0,0.0,Australia,519.89,1
12435,87,4,3272.88,818.22,1259,314.75,57,4,0.3290810810810811,370,123.33333333333333,129.0,-0.2822052401746726,0.0,0.0,0.0,Other,1101.6000000000001,1
12437,18,28,7816.75,279.16964285714283,5369,191.75,222,15,1.5812987012987014,539,21.56,21.0,-0.27768364507294235,0.0,0.0,0.0,France,2280.23,10
12445,240,1,301.58000000000004,301.58000000000004,144,144.0,20,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,77.4,1
12449,6,2,830.13,415.065,456,228.0,49,2,0.24158730158730157,252,251.0,251.0,11.56421568627451,0.0,0.0,0.0,Belgium,2827.36,3
12450,218,3,464.82,154.94,312,104.0,24,3,1.201578947368421,76,37.5,37.5,-0.1701440831430596,0.0,0.0,0.0,Spain,197.88,2
12451,37,5,7239.67,1447.934,5016,1003.2,238,4,0.4878205128205128,312,103.66666666666667,106.0,0.20230157088448955,0.0,0.0,0.0,Switzerland,3385.89,3
12454,215,3,994.0,331.3333333333333,120,40.0,1,2,3.5123076923076924,26,13.0,13.0,-0.5295857988165681,0.0,0.0,0.0,Spain,793.0,1
12455,9,6,3875.89,645.9816666666667,1485,247.5,147,6,0.34330827067669173,532,106.4,107.0,-0.5766941630990916,0.0,0.0,0.0,Other,419.56,3
12456,74,1,729.17,729.17,437,437.0,39,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,1690.15,2
12457,58,2,911.0,455.5,338,169.0,31,2,0.30903553299492387,197,196.0,196.0,-0.03430790808069906,0.0,0.0,0.0,Switzerland,1102.08,3
12458,104,3,1061.89,353.96333333333337,673,224.33333333333334,56,3,0.44764705882352945,204,101.5,101.5,-0.515026080633207,0.0,0.0,0.0,Switzerland,425.48,1
12462,122,1,581.36,581.36,280,280.0,38,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,293.28999999999996,1
12463,26,2,563.1999999999999,281.59999999999997,352,176.0,30,2,1.7394285714285713,35,35.0,35.0,-0.2096194805607655,0.0,0.0,0.0,Belgium,612.08,2
12464,20,4,113.89999999999999,28.474999999999998,26,6.5,3,2,1.1170642201834864,109,54.5,54.5,-0.23684210526315788,0.0,0.0,0.0,Belgium,98.6,3
12471,30,55,21872.36,397.67927272727275,9787,177.94545454545454,177,17,3.20727969348659,522,16.3125,17.0,0.27503884935188677,0.0,0.0,0.0,Germany,6418.41,15
12472,86,15,11185.66,745.7106666666666,7549,503.26666666666665,314,12,0.9947712418300654,459,32.714285714285715,32.0,-0.1060803340280965,0.0,0.0,0.0,Germany,2983.69,4
12473,11,1,443.32,443.32,381,381.0,29,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,1852.84,2
12474,20,19,6832.2699999999995,359.5931578947368,4566,240.31578947368422,254,12,1.238458244111349,467,27.41176470588235,23.0,0.3519973286331966,0.0,0.0,0.0,Germany,4143.29,10
12475,229,1,396.26,396.26,234,234.0,24,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,635.14,1
12476,54,11,7303.57,663.960909090909,3389,308.09090909090907,254,8,1.2494029850746269,268,29.666666666666668,21.0,-0.7569258996393443,0.0,0.0,0.0,Germany,3289.97,6
12477,58,5,9360.6,1872.1200000000001,3357,671.4,241,5,0.3963541666666667,384,96.0,98.0,0.5340971233343983,0.0,0.0,0.0,Germany,7831.47,4
12480,86,5,2870.67,574.134,1581,316.2,113,5,0.6315352697095437,241,60.0,66.0,-0.035060097538496884,0.0,0.0,0.0,Germany,1140.14,2
12481,24,11,5926.58,538.78,3608,328.0,179,8,0.8308684863523573,403,50.375,37.0,0.04717082151702412,0.0,0.0,0.0,Germany,1554.79,3
12483,3,15,2629.8900000000003,175.32600000000002,1357,90.46666666666667,52,11,0.9242914979757085,494,35.285714285714285,26.0,0.1341312991966239,0.0,0.0,0.0,Sweden,826.45,3
12484,155,6,2330.92,388.4866666666667,1438,239.66666666666666,180,5,0.5293913043478261,345,69.0,30.0,0.7154793528133302,0.0,0.0,0.0,Spain,2720.23,3
12490,34,12,4678.75,389.8958333333333,2801,233.41666666666666,129,11,0.6970992366412213,524,47.63636363636363,53.0,-0.07507168982271908,0.0,0.0,0.0,France,3464.4900000000002,8
12492,222,1,380.0,380.0,248,248.0,21,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,227.21,2
12493,16,1,179.55,179.55,85,85.0,10,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,France,183.24,1
12494,15,6,1090.89,181.81500000000003,499,83.16666666666667,52,5,0.48063157894736847,380,76.0,63.0,0.3447393874261152,0.0,0.0,0.0,France,458.46000000000004,3
12497,220,2,1057.04,528.52,556,278.0,15,2,0.24848979591836737,245,244.0,244.0,0.0010601241859761834,0.0,0.0,0.0,Germany,20.4,1
12500,86,11,1413.5900000000001,128.50818181818184,584,53.09090909090909,64,8,0.8227027027027027,407,40.7,23.0,-0.5723332054052963,0.0,0.0,0.0,Germany,375.09000000000003,4
12502,37,3,1204.7,401.56666666666666,400,133.33333333333334,57,3,0.9926086956521739,92,46.0,46.0,-0.6162416724098323,0.0,0.0,0.0,Spain,1159.72,2
12504,236,2,129.0,64.5,126,63.0,6,2,0.33822222222222226,180,179.0,179.0,-0.8917525773195876,0.0,0.0,0.0,Germany,415.29999999999995,2
12507,118,2,771.75,385.875,525,262.5,37,2,0.2121254355400697,287,286.0,286.0,-0.20418848167539264,0.0,0.0,0.0,Spain,46.75,1
12510,144,6,2686.63,447.7716666666667,1341,223.5,88,6,0.4443795620437956,411,82.0,50.0,-0.15605353466026098,0.0,0.0,0.0,Spain,54.8,1
12516,0,3,1309.8,436.59999999999997,992,330.6666666666667,39,3,0.21794749403341288,419,209.5,209.5,-0.6491336633663366,0.0,0.0,0.0,Germany,172.28,1
12517,9,1,749.7,749.7,413,413.0,125,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,1551.9,3
12519,296,1,335.78,335.78,162,162.0,20,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,276.84,1
12520,24,3,1462.36,487.4533333333333,931,310.3333333333333,91,2,1.3234782608695652,69,34.5,34.5,-0.6109274668490445,0.0,0.0,0.0,Germany,790.45,2
12523,72,16,2651.65,165.728125,1548,96.75,119,13,1.0146666666666668,480,32.0,29.0,-0.44012330064532823,0.0,0.0,0.0,France,1121.92,7
12524,24,12,4207.0,350.5833333333333,2415,201.25,111,10,0.7855483870967742,465,42.27272727272727,33.0,0.12505872072172183,0.0,0.0,0.0,Germany,620.66,3
12527,114,4,533.72,133.43,416,104.0,21,4,0.5181276595744682,235,78.33333333333333,35.0,0.00044977511244379513,0.0,0.0,0.0,Germany,63.790000000000006,1
12528,96,2,628.46,314.23,349,174.5,35,2,1.6454054054054055,37,36.0,36.0,-0.527438024274802,0.0,0.0,0.0,Germany,883.12,4
12530,53,7,1917.3700000000001,273.91,1275,182.14285714285714,68,7,0.5209779951100244,409,68.16666666666667,62.0,-0.46927566083075867,0.0,0.0,0.0,Germany,751.9200000000001,2
12531,505,1,1616.08,1616.08,1063,1063.0,108,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,95.27,1
12535,5,1,371.45,371.45,115,115.0,18,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,France,344.9,1
12538,197,1,261.55,261.55,144,144.0,12,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,363.95,1
12539,81,6,8797.54,1466.256666666667,3911,651.8333333333334,233,4,0.4014065934065934,455,113.5,85.5,-0.11811690617473024,0.0,0.0,0.0,Spain,898.66,1
12540,5,22,11671.39,530.5177272727273,6588,299.45454545454544,241,17,1.2265201465201465,546,27.3,23.0,0.7390045703527024,0.0,0.0,0.0,Spain,5560.97,10
12541,100,1,284.40000000000003,284.40000000000003,287,287.0,16,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,531.78,2
12545,79,1,531.4,531.4,342,342.0,32,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,288.24,1
12553,24,7,2226.85,318.12142857142857,1221,174.42857142857142,87,6,0.9729680365296804,219,36.5,36.5,-0.34430020223649777,0.0,0.0,0.0,France,1606.12,5
12557,252,1,491.34000000000003,491.34000000000003,342,342.0,11,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,243.84,1
12562,17,3,1175.46,391.82,564,188.0,40,3,0.38531645569620254,237,118.5,118.5,-0.5016443594646272,0.0,0.0,0.0,France,2541.42,6
12567,4,11,5634.6,512.2363636363636,2956,268.72727272727275,218,9,0.694688796680498,482,53.55555555555556,54.0,1.5318895540163597,0.0,0.0,0.0,France,4262.92,4
12569,3,6,905.9000000000001,150.98333333333335,456,76.0,27,3,2.6469565217391304,69,17.25,16.5,-0.8501066856330014,0.0,0.0,0.0,Germany,2188.23,26
12576,37,5,1168.54,233.708,840,168.0,73,5,0.49255663430420715,309,77.0,77.0,-0.4354590368059552,0.0,0.0,0.0,Other,813.61,3
12577,178,6,1104.79,184.13166666666666,760,126.66666666666667,193,4,0.4844562334217507,377,125.66666666666667,28.0,3.247162194253146,0.0,0.0,0.0,France,426.76,2
12578,149,3,2647.8,882.6,1425,475.0,104,3,0.8010526315789475,114,56.5,56.5,0.942975820427475,0.0,0.0,0.0,Other,917.3000000000001,1
12583,0,18,8114.96,450.8311111111111,4618,256.55555555555554,100,16,0.9908137432188067,553,32.529411764705884,34.0,0.17791182158124202,0.0,0.0,0.0,France,3319.25,9
12584,4,2,470.94,235.47,108,54.0,20,2,0.6408421052631579,95,95.0,95.0,-0.7014999448549686,0.0,0.0,0.0,Other,1430.51,6
12586,194,3,1606.78,535.5933333333334,591,197.0,69,3,0.26166189111747856,349,174.5,174.5,1.9634435125801681,0.0,0.0,0.0,Other,196.94000000000003,1
12588,218,2,492.88,246.44,376,188.0,24,2,0.30592964824120605,199,198.0,198.0,-0.01976697468862992,0.0,0.0,0.0,Other,149.39999999999998,1
12589,241,4,2703.28,675.82,1438,359.5,97,3,0.45432835820895523,268,134.0,134.0,2.086591080876795,0.0,0.0,0.0,France,468.28,2
12592,32,3,1132.64,377.5466666666667,782,260.6666666666667,28,2,0.29843137254901964,306,306.0,306.0,-0.7673153106090287,0.0,0.0,0.0,Germany,187.8,1
12593,38,1,200.0,200.0,98,98.0,10,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,France,182.1,2
12594,3,11,3106.4,282.40000000000003,1507,137.0,71,11,0.7231965442764579,463,46.3,39.5,0.65347786348222,0.0,0.0,0.0,Other,1351.47,2
12596,61,1,213.95,213.95,154,154.0,14,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,142.24,1
12597,2,2,1011.47,505.735,563,281.5,65,2,0.707906976744186,86,85.0,85.0,0.43610308285163774,0.0,0.0,0.0,Spain,1805.5,2
12598,40,5,2265.15,453.03000000000003,1229,245.8,90,4,0.35560747663551406,428,107.0,121.5,-0.23615296563646143,0.0,0.0,0.0,France,1559.09,5
12599,27,9,1459.44,162.16,1458,162.0,36,7,0.7404324324324325,370,46.125,38.5,-0.47067405106038085,0.0,0.0,0.0,France,395.92,4
12600,23,17,3013.7400000000002,177.27882352941177,872,51.294117647058826,39,13,0.9782230623818526,529,33.0,26.5,0.27809693707858385,0.0,0.0,0.0,Germany,1120.3600000000001,4
12604,81,1,160.5,160.5,136,136.0,9,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,France,75.68,1
12609,5,8,2630.55,328.81875,1301,162.625,112,8,0.4560299625468165,534,76.14285714285714,63.0,0.06713239454328315,0.0,0.0,0.0,Germany,290.12,1
12613,17,8,4312.2300000000005,539.0287500000001,2289,286.125,168,7,0.4612121212121212,528,88.0,79.5,-0.31656757379263517,0.0,0.0,0.0,Germany,1704.86,1
12615,233,4,3019.02,754.755,1776,444.0,138,3,0.5585321100917432,218,109.0,109.0,0.6917562724014339,0.0,0.0,0.0,France,1813.29,4
12616,116,2,601.4,300.7,308,154.0,25,2,0.6617391304347826,92,91.0,91.0,-0.4248297537977999,0.0,0.0,0.0,France,421.7,1
12619,53,3,342.52,114.17333333333333,210,70.0,16,3,0.2792660550458716,327,163.0,163.0,0.6887510793625873,0.0,0.0,0.0,Germany,727.58,6
12620,24,1,542.9399999999999,542.9399999999999,386,386.0,32,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,France,681.27,2
12621,19,24,11776.84,490.70166666666665,6113,254.70833333333334,234,13,1.5576972281449895,469,21.272727272727273,15.5,0.8050313566608789,0.0,0.0,0.0,Germany,4734.36,10
12626,135,2,996.05,498.025,443,221.5,54,1,5.534545454545455,11,10.0,10.0,0.0,0.0,0.0,0.0,Germany,4508.39,7
12631,275,5,2841.07,568.214,1371,274.2,105,4,0.6394957983193278,238,79.0,88.0,-0.29304678534736045,0.0,0.0,0.0,Other,480.5,1
12633,16,5,4377.0,875.4,2441,488.2,200,5,0.46261398176291796,329,82.25,93.0,-0.5857332570786037,0.0,0.0,0.0,Germany,398.43,2
12635,211,2,1115.23,557.615,770,385.0,76,2,0.9366153846153846,65,64.0,64.0,-0.3085404880712239,0.0,0.0,0.0,Germany,1474.94,2
12637,58,8,4413.25,551.65625,2286,285.75,224,6,0.7984262295081967,305,50.666666666666664,49.0,1.6825749033016866,0.0,0.0,0.0,France,3489.9,4
12638,459,1,93.3,93.3,78,78.0,7,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,511.69,1
12643,40,4,581.28,145.32,248,62.0,5,3,0.6244102564102564,195,97.5,97.5,-0.5752941176470588,0.0,0.0,0.0,France,102.0,1
12644,250,3,1390.68,463.56,704,234.66666666666666,73,3,0.3459090909090909,264,132.0,132.0,-0.30038008872810823,0.0,0.0,0.0,Germany,465.16,1
12645,39,6,2329.02,388.17,1503,250.5,90,6,0.4058666666666667,450,89.8,93.0,-0.005497893330592818,0.0,0.0,0.0,Germany,886.28,2
12647,19,27,8698.09,322.1514814814815,4172,154.5185185185185,207,15,1.657016129032258,496,20.666666666666668,17.5,-0.5444331309209149,0.0,0.0,0.0,Germany,707.66,5
12648,257,3,698.15,232.71666666666667,306,102.0,30,3,0.3459090909090909,264,132.0,132.0,0.7704365079365079,0.0,0.0,0.0,Germany,300.05,1
12649,31,5,1596.1399999999999,319.22799999999995,1129,225.8,78,5,0.31446280991735537,484,121.0,136.5,0.5311449413257217,0.0,0.0,0.0,Germany,193.07000000000002,2
12653,116,2,2607.68,1303.84,1000,500.0,55,2,0.2635497835497836,231,230.0,230.0,-0.6633999323416949,0.0,0.0,0.0,Other,1042.91,1
12654,17,3,301.75,100.58333333333333,149,49.666666666666664,18,2,0.9318367346938776,98,98.0,98.0,0.030619111709286752,0.0,0.0,0.0,Germany,215.48000000000002,2
12656,23,5,2533.66,506.73199999999997,1387,277.4,114,5,0.4227777777777778,360,89.75,68.5,-0.6669577936085359,0.0,0.0,0.0,France,1790.0,3
12662,6,14,4225.39,301.81357142857144,2365,168.92857142857142,121,12,0.9887703016241299,431,33.07692307692308,33.0,-0.17615935262994095,0.0,0.0,0.0,Germany,1807.15,6
12664,51,4,666.9,166.725,174,43.5,3,4,0.245979797979798,495,164.66666666666666,192.0,-0.14750000000000008,0.0,0.0,0.0,Other,849.1,4
12668,78,8,9032.62,1129.0775,4559,569.875,255,8,0.5825837320574163,418,59.714285714285715,51.0,0.2609246326750271,0.0,0.0,0.0,Germany,738.68,1
12669,76,1,1028.3,1028.3,842,842.0,68,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,France,382.48,1
12670,19,4,1547.03,386.7575,613,153.25,42,4,0.26072805139186295,467,155.66666666666666,153.0,5.451974951830442,0.0,0.0,0.0,France,1595.98,3
12673,146,2,786.4,393.2,517,258.5,51,2,0.8010526315789473,76,75.0,75.0,-0.6093722369584439,0.0,0.0,0.0,Germany,353.62,1
12674,27,1,281.64,281.64,202,202.0,13,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,France,1107.14,3
12676,9,7,1679.93,239.99,1166,166.57142857142858,50,5,0.7247619047619047,294,58.6,58.0,-0.3705503501522823,0.0,0.0,0.0,Sweden,382.44,3
12678,7,10,4582.1,458.21000000000004,2262,226.2,86,10,0.5922178988326848,514,57.111111111111114,49.0,-0.3984215254160272,0.0,0.0,0.0,France,859.06,5
12681,6,35,21305.6,608.7314285714285,12955,370.14285714285717,395,17,1.9766233766233767,539,15.852941176470589,13.0,0.5211447948563327,0.0,0.0,0.0,France,3815.06,8
12682,11,31,13821.38,445.85096774193545,6766,218.25806451612902,246,18,1.7251188299817186,547,18.2,15.5,-0.04060448829725415,0.0,0.0,0.0,France,4886.4800000000005,19
12683,4,16,6927.9800000000005,432.99875000000003,4720,295.0,188,9,0.8985977859778599,542,45.166666666666664,40.0,1.0417072954525308,0.0,0.0,0.0,France,2656.64,4
12684,16,2,716.46,358.23,666,333.0,30,1,3.581176470588235,17,16.0,16.0,0.0,0.0,0.0,0.0,France,1063.53,4
12691,138,3,468.8,156.26666666666668,198,66.0,16,3,0.8952941176470589,102,50.5,50.5,2.020583190394511,0.0,0.0,0.0,France,417.2,2
12693,31,6,1225.88,204.31333333333336,488,81.33333333333333,58,6,0.587266881028939,311,62.2,56.0,-0.25648902732147183,0.0,0.0,0.0,Germany,189.14000000000001,1
12694,2,2,1223.43,611.715,1157,578.5,59,2,0.2557983193277311,238,238.0,238.0,-0.5830582676071019,0.0,0.0,0.0,France,274.17,1
12695,29,4,832.32,208.08,264,66.0,29,4,0.2676043956043956,455,151.66666666666666,75.0,-0.8798901853122856,0.0,0.0,0.0,France,492.85,3
12700,34,1,921.68,921.68,768,768.0,59,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,France,3253.34,3
12701,61,5,1749.56,349.912,1188,237.6,87,3,0.3892583120204604,391,97.75,50.5,-0.819762813853398,0.0,0.0,0.0,Germany,424.63,1
12703,452,3,632.98,210.99333333333334,426,142.0,43,2,1.7561538461538462,52,25.5,25.5,-0.7429150199590888,0.0,0.0,0.0,Germany,265.55,1
12705,20,8,7463.91,932.98875,4845,605.625,247,7,0.7312912912912913,333,55.333333333333336,36.5,-0.4083307743487384,0.0,0.0,0.0,Germany,3320.39,5
12708,20,13,3134.85,241.1423076923077,1796,138.15384615384616,93,12,0.7595393474088292,521,43.416666666666664,38.0,0.22336094640982732,0.0,0.0,0.0,Germany,1115.94,5
12709,10,24,17441.31,726.72125,6312,263.0,150,16,1.3528888888888888,540,27.0,28.0,-0.4722601091902417,0.0,0.0,0.0,Germany,4153.04,7
12710,20,1,646.96,646.96,382,382.0,43,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,376.06,2
12712,1,17,4499.55,264.6794117647059,1697,99.82352941176471,112,14,0.9425865209471768,549,34.25,28.5,1.253635397308613,0.0,0.0,0.0,Germany,1307.25,4
12714,26,9,9562.17,1062.4633333333334,5821,646.7777777777778,356,9,0.5178827977315691,529,66.125,67.0,-0.10085998013902679,0.0,0.0,0.0,France,2676.94,3
12717,65,2,697.72,348.86,352,176.0,41,2,0.17646376811594205,345,345.0,345.0,1.0611152546834552,0.0,0.0,0.0,Other,321.24,1
12720,11,14,3649.7,260.6928571428571,2935,209.64285714285714,181,9,1.352888888888889,315,26.166666666666668,22.5,-0.19924241111900248,0.0,0.0,0.0,Germany,2878.12,15
12721,2,6,2587.73,431.28833333333336,1753,292.1666666666667,139,6,0.6319723183391004,289,57.6,57.0,-0.2431054382510695,0.0,0.0,0.0,France,864.22,2
12724,151,4,1196.21,299.0525,753,188.25,62,4,0.5968627450980393,204,67.66666666666667,51.0,-0.47180489549798144,0.0,0.0,0.0,France,786.51,3
12726,4,9,1705.46,189.49555555555557,1712,190.22222222222223,49,9,0.6226363636363637,440,55.0,47.0,0.5129814634721366,0.0,0.0,0.0,France,903.22,2
12727,6,8,3805.3900000000003,475.67375000000004,2189,273.625,112,7,0.5203418803418803,468,77.83333333333333,99.5,0.5978372916993778,0.0,0.0,0.0,France,965.26,2
