customerid,recency,total_orders,total_revenue,avg_order_value,total_quantity,avg_quantity_per_order,unique_products,active_months,purchase_frequency,customer_tenure_days,avg_days_between,median_days_between,spending_trend,cancellation_count,cancellation_rate,cancelled_revenue,country_encoded,future_6_month_revenue,future_6_month_orders,predicted_future_revenue,segment
12370,93,6,2750.72,458.4533333333333,1383,230.5,143,4,0.4623797468354431,395,98.5,63.5,3.145187235793648,0.0,0.0,0.0,Other,698.96,1,664.11755,Low Activity
12371,228,3,1819.42,606.4733333333334,836,278.6666666666667,90,2,0.3869491525423729,236,236.0,236.0,1.7307660761154855,0.0,0.0,0.0,Switzerland,1476.96,1,1363.0312,Low Activity
12372,32,2,842.9200000000001,421.46,588,294.0,31,2,0.7247619047619048,84,84.0,84.0,0.320687186828919,0.0,0.0,0.0,Other,353.12,1,341.79233,Low Future Value
12374,241,2,2046.29,1023.145,1015,507.5,46,2,0.3645508982035928,167,167.0,167.0,-0.5263010068129114,0.0,0.0,0.0,Other,563.53,1,782.0773,Low Activity
12378,381,1,1263.77,1263.77,688,688.0,77,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,3660.74,1,2594.3655,Low Activity
12379,241,2,692.98,346.49,403,201.5,36,2,0.5387610619469027,113,112.0,112.0,0.148908459439345,0.0,0.0,0.0,Belgium,736.44,2,398.35587,Low Activity
12380,5,5,4764.47,952.894,2266,453.2,119,4,0.3190775681341719,477,159.0,134.0,-0.8661207257634604,0.0,0.0,0.0,Belgium,1349.32,3,1270.0029,Medium Future Value
12388,94,5,1886.7,377.34,870,174.0,52,5,0.4941558441558442,308,76.75,74.5,-0.3161229863001473,0.0,0.0,0.0,Australia,1842.95,3,1300.0607,Low Activity
12391,283,4,1742.53,435.6325,824,206.0,152,3,0.6118592964824121,199,66.0,58.0,-0.7302027996997719,0.0,0.0,0.0,Other,422.71,1,384.1757,Low Activity
12393,65,5,1723.6,344.72,968,193.6,52,4,0.8316939890710383,183,45.75,48.0,-0.4756871035940804,0.0,0.0,0.0,Australia,521.5,1,367.39188,Low Future Value
12394,36,1,351.08,351.08,180,180.0,20,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,239.0,1,266.2428,Low Future Value
12395,31,9,2240.55,248.95,1557,173.0,108,7,0.7006649616368287,391,48.875,41.5,-0.4054613775139843,0.0,0.0,0.0,Belgium,1138.21,6,1421.4136,High Future Value
12399,2,6,1172.12,195.35333333333332,1116,186.0,51,6,0.3953246753246753,462,92.2,124.0,1.2370957496754948,0.0,0.0,0.0,Belgium,194.62,1,220.00731,Low Future Value
12403,341,1,67.5,67.5,18,18.0,1,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Other,391.7,1,336.62012,Low Future Value
12406,3,4,3500.9500000000003,875.2375000000001,1543,385.75,74,4,0.2368871595330739,514,171.33333333333334,197.0,1.691116312415655,0.0,0.0,0.0,Other,1794.05,1,753.99554,Growing Customer
12407,55,2,398.16,199.08,320,160.0,20,2,2.0993103448275865,29,29.0,29.0,-0.1156649313771888,0.0,0.0,0.0,Belgium,868.2,3,597.4354,Medium Future Value
12408,79,5,1587.03,317.406,974,194.8,61,4,0.6368200836820084,239,79.33333333333333,65.0,0.4238409169251982,0.0,0.0,0.0,Belgium,1295.32,3,962.82355,Growing Customer
12409,2,4,6405.74,1601.435,2014,503.5,81,4,0.317911227154047,383,127.66666666666669,105.0,-0.4861345471217427,0.0,0.0,0.0,Switzerland,1927.55,2,1790.9323,High Future Value
12412,221,3,1109.41,369.8033333333333,874,291.3333333333333,43,3,0.6617391304347826,138,68.5,68.5,-0.8123855911791469,0.0,0.0,0.0,Other,1115.04,3,1000.0769,Low Activity
12413,55,3,652.55,217.51666666666665,231,77.0,34,3,0.5468263473053893,167,83.0,83.0,-0.8509420672653636,0.0,0.0,0.0,France,176.20000000000002,1,210.53654,Low Future Value
12415,25,8,10342.27,1292.78375,2939,367.375,135,8,0.7562732919254659,322,45.85714285714285,40.0,0.297133655394525,0.0,0.0,0.0,Australia,6070.47,7,5742.4595,Growing Customer
12417,6,16,3679.77,229.985625,1747,109.1875,188,13,0.8903839122486289,547,36.4,37.0,0.3293683208554704,0.0,0.0,0.0,Belgium,1293.48,4,1253.9584,Growing Customer
12418,233,3,1338.7,446.23333333333335,633,211.0,60,3,0.4208294930875576,217,108.5,108.5,-0.4775562657083395,0.0,0.0,0.0,Switzerland,654.66,1,563.38855,Low Activity
12421,138,3,348.06,116.02,268,89.33333333333333,25,3,0.4883422459893048,187,93.0,93.0,1.599397590361446,0.0,0.0,0.0,Spain,478.12,3,458.82962,Low Activity
12422,144,10,2184.69,218.469,1181,118.1,101,9,0.766750629722922,397,44.11111111111112,43.0,0.7275553391512792,0.0,0.0,0.0,Switzerland,445.06,2,539.263,Low Activity
12423,11,8,1907.37,238.42125,1421,177.625,109,8,0.8887591240875912,274,39.142857142857146,34.0,0.217846304112743,0.0,0.0,0.0,Belgium,347.62,2,488.4994,Growing Customer
12424,242,2,1244.03,622.015,877,438.5,52,2,0.4831746031746031,126,126.0,126.0,1.539203413940256,0.0,0.0,0.0,Australia,1148.72,2,1059.4143,Low Activity
12425,267,1,923.89,923.89,555,555.0,53,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Portugal,631.7,1,404.00525,Low Activity
12427,191,1,249.5,249.5,76,76.0,9,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,389.82,2,378.6899,Low Activity
12428,62,5,4666.64,933.328,2489,497.8,217,2,3.623809523809524,42,13.666666666666666,12.0,-0.9425051893077598,0.0,0.0,0.0,Other,1265.76,3,1152.3516,Medium Future Value
12429,47,6,2553.27,425.545,1189,198.16666666666663,70,4,0.5725391849529781,319,106.33333333333331,105.0,-0.2956497940711172,0.0,0.0,0.0,Other,1755.16,2,982.6364,Medium Future Value
12431,20,17,5848.35,344.02058823529416,2379,139.94117647058823,195,12,1.0475303643724696,494,30.8125,24.5,0.0064915024794664,0.0,0.0,0.0,Australia,2110.08,6,2171.6594,High Future Value
12433,185,5,5622.43,1124.486,3970,794.0,148,4,1.3711711711711712,111,27.5,26.5,3.7789826397097377,0.0,0.0,0.0,Other,6483.83,5,6167.8354,Low Activity
12434,79,2,583.54,291.77,215,107.5,34,2,0.5031404958677687,121,121.0,121.0,-0.0371354569612163,0.0,0.0,0.0,Australia,519.89,1,232.63213,Low Future Value
12435,87,4,3272.88,818.22,1259,314.75,57,4,0.3290810810810811,370,123.33333333333331,129.0,-0.2822052401746726,0.0,0.0,0.0,Other,1101.6,1,725.0465,Medium Future Value
12437,18,28,7816.75,279.16964285714283,5369,191.75,222,15,1.5812987012987014,539,21.56,21.0,-0.2776836450729423,0.0,0.0,0.0,France,2280.23,10,3012.4285,High Future Value
12445,240,1,301.58000000000004,301.58000000000004,144,144.0,20,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,77.4,1,136.203,Low Future Value
12449,6,2,830.13,415.065,456,228.0,49,2,0.2415873015873015,252,251.0,251.0,11.56421568627451,0.0,0.0,0.0,Belgium,2827.36,3,2201.5205,Growing Customer
12450,218,3,464.82,154.94,312,104.0,24,3,1.201578947368421,76,37.5,37.5,-0.1701440831430596,0.0,0.0,0.0,Spain,197.88,2,316.03848,Low Future Value
12451,37,5,7239.67,1447.934,5016,1003.2,238,4,0.4878205128205128,312,103.66666666666669,106.0,0.2023015708844895,0.0,0.0,0.0,Switzerland,3385.89,3,4018.0293,Growing Customer
12454,215,3,994.0,331.3333333333333,120,40.0,1,2,3.5123076923076924,26,13.0,13.0,-0.5295857988165681,0.0,0.0,0.0,Spain,793.0,1,641.74884,Low Activity
12455,9,6,3875.89,645.9816666666667,1485,247.5,147,6,0.3433082706766917,532,106.4,107.0,-0.5766941630990916,0.0,0.0,0.0,Other,419.56,3,1572.5953,High Future Value
12456,74,1,729.17,729.17,437,437.0,39,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,1690.15,2,1389.2892,High Value At Risk
12457,58,2,911.0,455.5,338,169.0,31,2,0.3090355329949238,197,196.0,196.0,-0.034307908080699,0.0,0.0,0.0,Switzerland,1102.08,3,1471.9121,High Future Value
12458,104,3,1061.89,353.96333333333337,673,224.33333333333331,56,3,0.4476470588235294,204,101.5,101.5,-0.515026080633207,0.0,0.0,0.0,Switzerland,425.48,1,464.9062,Low Activity
12462,122,1,581.36,581.36,280,280.0,38,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,293.29,1,369.64053,Low Activity
12463,26,2,563.1999999999999,281.6,352,176.0,30,2,1.739428571428571,35,35.0,35.0,-0.2096194805607655,0.0,0.0,0.0,Belgium,612.08,2,383.0423,Medium Future Value
12464,20,4,113.9,28.475,26,6.5,3,2,1.1170642201834864,109,54.5,54.5,-0.2368421052631578,0.0,0.0,0.0,Belgium,98.6,3,300.15567,Low Future Value
12471,30,55,21872.36,397.6792727272728,9787,177.94545454545454,177,17,3.20727969348659,522,16.3125,17.0,0.2750388493518867,0.0,0.0,0.0,Germany,6418.41,15,6965.514,Growing Customer
12472,86,15,11185.66,745.7106666666666,7549,503.26666666666665,314,12,0.9947712418300654,459,32.714285714285715,32.0,-0.1060803340280965,0.0,0.0,0.0,Germany,2983.69,4,2964.1086,High Value At Risk
12473,11,1,443.32,443.32,381,381.0,29,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,1852.84,2,1104.8583,Medium Future Value
12474,20,19,6832.27,359.5931578947368,4566,240.31578947368425,254,12,1.238458244111349,467,27.41176470588235,23.0,0.3519973286331966,0.0,0.0,0.0,Germany,4143.29,10,3933.3206,Growing Customer
12475,229,1,396.26,396.26,234,234.0,24,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,635.14,1,433.888,Low Activity
12476,54,11,7303.57,663.960909090909,3389,308.09090909090907,254,8,1.2494029850746269,268,29.666666666666668,21.0,-0.7569258996393443,0.0,0.0,0.0,Germany,3289.97,6,2884.705,High Future Value
12477,58,5,9360.6,1872.12,3357,671.4,241,5,0.3963541666666667,384,96.0,98.0,0.5340971233343983,0.0,0.0,0.0,Germany,7831.47,4,4544.067,Growing Customer
12480,86,5,2870.67,574.134,1581,316.2,113,5,0.6315352697095437,241,60.0,66.0,-0.0350600975384968,0.0,0.0,0.0,Germany,1140.14,2,1255.8418,Medium Future Value
12481,24,11,5926.58,538.78,3608,328.0,179,8,0.8308684863523573,403,50.375,37.0,0.0471708215170241,0.0,0.0,0.0,Germany,1554.79,3,1740.6593,High Future Value
12483,3,15,2629.8900000000003,175.32600000000002,1357,90.46666666666668,52,11,0.9242914979757084,494,35.285714285714285,26.0,0.1341312991966239,0.0,0.0,0.0,Sweden,826.45,3,709.80096,Growing Customer
12484,155,6,2330.92,388.4866666666667,1438,239.66666666666663,180,5,0.5293913043478261,345,69.0,30.0,0.7154793528133302,0.0,0.0,0.0,Spain,2720.23,3,1894.687,Low Activity
12490,34,12,4678.75,389.8958333333333,2801,233.41666666666663,129,11,0.6970992366412213,524,47.63636363636363,53.0,-0.075071689822719,0.0,0.0,0.0,France,3464.49,8,2985.4355,High Future Value
12492,222,1,380.0,380.0,248,248.0,21,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,227.21,2,981.08044,Low Activity
12493,16,1,179.55,179.55,85,85.0,10,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,France,183.24,1,177.99133,Low Future Value
12494,15,6,1090.89,181.81500000000003,499,83.16666666666667,52,5,0.4806315789473684,380,76.0,63.0,0.3447393874261152,0.0,0.0,0.0,France,458.46,3,555.03766,Growing Customer
12497,220,2,1057.04,528.52,556,278.0,15,2,0.2484897959183673,245,244.0,244.0,0.0010601241859761,0.0,0.0,0.0,Germany,20.4,1,334.43726,Low Future Value
12500,86,11,1413.59,128.50818181818184,584,53.09090909090909,64,8,0.8227027027027027,407,40.7,23.0,-0.5723332054052963,0.0,0.0,0.0,Germany,375.09,4,456.7199,Medium Future Value
12502,37,3,1204.7,401.56666666666666,400,133.33333333333334,57,3,0.992608695652174,92,46.0,46.0,-0.6162416724098323,0.0,0.0,0.0,Spain,1159.72,2,611.17194,Medium Future Value
12504,236,2,129.0,64.5,126,63.0,6,2,0.3382222222222222,180,179.0,179.0,-0.8917525773195876,0.0,0.0,0.0,Germany,415.3,2,140.38943,Low Future Value
12507,118,2,771.75,385.875,525,262.5,37,2,0.2121254355400697,287,286.0,286.0,-0.2041884816753926,0.0,0.0,0.0,Spain,46.75,1,247.75905,Low Future Value
12510,144,6,2686.63,447.7716666666667,1341,223.5,88,6,0.4443795620437956,411,82.0,50.0,-0.1560535346602609,0.0,0.0,0.0,Spain,54.8,1,129.027,Low Future Value
12516,0,3,1309.8,436.6,992,330.6666666666667,39,3,0.2179474940334128,419,209.5,209.5,-0.6491336633663366,0.0,0.0,0.0,Germany,172.28,1,198.10529,Low Future Value
12517,9,1,749.7,749.7,413,413.0,125,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,1551.9,3,1324.2612,High Future Value
12519,296,1,335.78,335.78,162,162.0,20,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,276.84,1,238.43454,Low Future Value
12520,24,3,1462.36,487.4533333333333,931,310.3333333333333,91,2,1.3234782608695652,69,34.5,34.5,-0.6109274668490445,0.0,0.0,0.0,Germany,790.45,2,716.282,Medium Future Value
12523,72,16,2651.65,165.728125,1548,96.75,119,13,1.0146666666666668,480,32.0,29.0,-0.4401233006453282,0.0,0.0,0.0,France,1121.92,7,1175.5723,Medium Future Value
12524,24,12,4207.0,350.5833333333333,2415,201.25,111,10,0.7855483870967742,465,42.27272727272727,33.0,0.1250587207217218,0.0,0.0,0.0,Germany,620.66,3,935.32697,Growing Customer
12527,114,4,533.72,133.43,416,104.0,21,4,0.5181276595744682,235,78.33333333333333,35.0,0.0004497751124437,0.0,0.0,0.0,Germany,63.790000000000006,1,105.185936,Low Future Value
12528,96,2,628.46,314.23,349,174.5,35,2,1.6454054054054057,37,36.0,36.0,-0.527438024274802,0.0,0.0,0.0,Germany,883.12,4,1011.33746,Low Activity
12530,53,7,1917.37,273.91,1275,182.14285714285717,68,7,0.5209779951100244,409,68.16666666666667,62.0,-0.4692756608307586,0.0,0.0,0.0,Germany,751.9200000000001,2,544.3854,Medium Future Value
12531,505,1,1616.08,1616.08,1063,1063.0,108,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Germany,95.27,1,166.45755,Low Future Value
12535,5,1,371.45,371.45,115,115.0,18,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,France,344.9,1,268.94016,Low Future Value
12538,197,1,261.55,261.55,144,144.0,12,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,363.95,1,240.10991,Low Future Value
12539,81,6,8797.54,1466.256666666667,3911,651.8333333333334,233,4,0.4014065934065934,455,113.5,85.5,-0.1181169061747302,0.0,0.0,0.0,Spain,898.66,1,959.0435,Medium Future Value
12540,5,22,11671.39,530.5177272727273,6588,299.45454545454544,241,17,1.2265201465201463,546,27.3,23.0,0.7390045703527024,0.0,0.0,0.0,Spain,5560.97,10,5332.456,Growing Customer
12541,100,1,284.40000000000003,284.40000000000003,287,287.0,16,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,531.78,2,486.40134,Low Activity
12545,79,1,531.4,531.4,342,342.0,32,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,288.24,1,272.3895,Low Future Value
12553,24,7,2226.85,318.12142857142857,1221,174.42857142857142,87,6,0.9729680365296804,219,36.5,36.5,-0.3443002022364977,0.0,0.0,0.0,France,1606.12,5,1270.9014,Medium Future Value
12557,252,1,491.34,491.34,342,342.0,11,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,243.84,1,279.47192,Low Future Value
12562,17,3,1175.46,391.82,564,188.0,40,3,0.3853164556962025,237,118.5,118.5,-0.5016443594646272,0.0,0.0,0.0,France,2541.42,6,2146.553,High Future Value
12567,4,11,5634.6,512.2363636363636,2956,268.72727272727275,218,9,0.694688796680498,482,53.55555555555556,54.0,1.5318895540163595,0.0,0.0,0.0,France,4262.92,4,3022.4663,Growing Customer
12569,3,6,905.9,150.98333333333335,456,76.0,27,3,2.6469565217391304,69,17.25,16.5,-0.8501066856330014,0.0,0.0,0.0,Germany,2188.23,26,2095.8618,High Future Value
12576,37,5,1168.54,233.708,840,168.0,73,5,0.4925566343042071,309,77.0,77.0,-0.4354590368059552,0.0,0.0,0.0,Other,813.61,3,589.7382,Medium Future Value
12577,178,6,1104.79,184.13166666666663,760,126.66666666666669,193,4,0.4844562334217507,377,125.66666666666669,28.0,3.247162194253146,0.0,0.0,0.0,France,426.76,2,412.12878,Low Activity
12578,149,3,2647.8,882.6,1425,475.0,104,3,0.8010526315789475,114,56.5,56.5,0.942975820427475,0.0,0.0,0.0,Other,917.3,1,1000.3161,Low Activity
12583,0,18,8114.96,450.8311111111111,4618,256.55555555555554,100,16,0.9908137432188068,553,32.529411764705884,34.0,0.177911821581242,0.0,0.0,0.0,France,3319.25,9,3353.635,Growing Customer
12584,4,2,470.94,235.47,108,54.0,20,2,0.6408421052631579,95,95.0,95.0,-0.7014999448549686,0.0,0.0,0.0,Other,1430.51,6,1413.9817,High Future Value
12586,194,3,1606.78,535.5933333333334,591,197.0,69,3,0.2616618911174785,349,174.5,174.5,1.963443512580168,0.0,0.0,0.0,Other,196.94000000000003,1,262.95056,Low Future Value
12588,218,2,492.88,246.44,376,188.0,24,2,0.305929648241206,199,198.0,198.0,-0.0197669746886299,0.0,0.0,0.0,Other,149.39999999999998,1,193.05873,Low Future Value
12589,241,4,2703.28,675.82,1438,359.5,97,3,0.4543283582089552,268,134.0,134.0,2.086591080876795,0.0,0.0,0.0,France,468.28,2,782.2969,Low Activity
12592,32,3,1132.64,377.5466666666667,782,260.6666666666667,28,2,0.2984313725490196,306,306.0,306.0,-0.7673153106090287,0.0,0.0,0.0,Germany,187.8,1,384.76828,Medium Future Value
12593,38,1,200.0,200.0,98,98.0,10,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,France,182.1,2,322.58008,Low Future Value
12594,3,11,3106.4,282.40000000000003,1507,137.0,71,11,0.7231965442764579,463,46.3,39.5,0.65347786348222,0.0,0.0,0.0,Other,1351.47,2,732.22675,Growing Customer
12596,61,1,213.95,213.95,154,154.0,14,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Spain,142.24,1,205.41206,Low Future Value
12597,2,2,1011.47,505.735,563,281.5,65,2,0.707906976744186,86,85.0,85.0,0.4361030828516377,0.0,0.0,0.0,Spain,1805.5,2,1572.6111,Growing Customer
12598,40,5,2265.15,453.03,1229,245.8,90,4,0.355607476635514,428,107.0,121.5,-0.2361529656364614,0.0,0.0,0.0,France,1559.09,5,1732.5966,High Future Value
12599,27,9,1459.44,162.16,1458,162.0,36,7,0.7404324324324325,370,46.125,38.5,-0.4706740510603808,0.0,0.0,0.0,France,395.92,4,642.398,Medium Future Value
12600,23,17,3013.74,177.27882352941177,872,51.294117647058826,39,13,0.9782230623818526,529,33.0,26.5,0.2780969370785838,0.0,0.0,0.0,Germany,1120.36,4,829.17834,Growing Customer
12604,81,1,160.5,160.5,136,136.0,9,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,France,75.68,1,115.05067,Low Future Value
12609,5,8,2630.55,328.81875,1301,162.625,112,8,0.4560299625468165,534,76.14285714285714,63.0,0.0671323945432831,0.0,0.0,0.0,Germany,290.12,1,288.70807,Low Future Value
12613,17,8,4312.2300000000005,539.0287500000001,2289,286.125,168,7,0.4612121212121212,528,88.0,79.5,-0.3165675737926351,0.0,0.0,0.0,Germany,1704.86,1,535.85345,Medium Future Value
12615,233,4,3019.02,754.755,1776,444.0,138,3,0.5585321100917432,218,109.0,109.0,0.6917562724014339,0.0,0.0,0.0,France,1813.29,4,2124.3416,Low Activity
12616,116,2,601.4,300.7,308,154.0,25,2,0.6617391304347826,92,91.0,91.0,-0.4248297537977999,0.0,0.0,0.0,France,421.7,1,315.94705,Low Future Value
12619,53,3,342.52,114.17333333333332,210,70.0,16,3,0.2792660550458716,327,163.0,163.0,0.6887510793625873,0.0,0.0,0.0,Germany,727.58,6,1157.1165,Growing Customer
12620,24,1,542.9399999999999,542.9399999999999,386,386.0,32,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,France,681.27,2,751.37274,Medium Future Value
12621,19,24,11776.84,490.70166666666665,6113,254.70833333333331,234,13,1.5576972281449897,469,21.272727272727277,15.5,0.8050313566608789,0.0,0.0,0.0,Germany,4734.36,10,4922.443,Growing Customer
12626,135,2,996.05,498.025,443,221.5,54,1,5.534545454545455,11,10.0,10.0,0.0,0.0,0.0,0.0,Germany,4508.39,7,1665.0621,Low Activity
12631,275,5,2841.07,568.214,1371,274.2,105,4,0.6394957983193278,238,79.0,88.0,-0.2930467853473604,0.0,0.0,0.0,Other,480.5,1,637.451,Low Activity
12633,16,5,4377.0,875.4,2441,488.2,200,5,0.4626139817629179,329,82.25,93.0,-0.5857332570786037,0.0,0.0,0.0,Germany,398.43,2,532.8338,Medium Future Value
12635,211,2,1115.23,557.615,770,385.0,76,2,0.9366153846153846,65,64.0,64.0,-0.3085404880712239,0.0,0.0,0.0,Germany,1474.94,2,1199.3641,Low Activity
12637,58,8,4413.25,551.65625,2286,285.75,224,6,0.7984262295081967,305,50.66666666666666,49.0,1.6825749033016866,0.0,0.0,0.0,France,3489.9,4,2833.528,Growing Customer
12638,459,1,93.3,93.3,78,78.0,7,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,511.69,1,371.61014,Low Activity
12643,40,4,581.28,145.32,248,62.0,5,3,0.6244102564102564,195,97.5,97.5,-0.5752941176470588,0.0,0.0,0.0,France,102.0,1,117.16555,Low Future Value
12644,250,3,1390.68,463.56,704,234.66666666666663,73,3,0.3459090909090909,264,132.0,132.0,-0.3003800887281082,0.0,0.0,0.0,Germany,465.16,1,387.29016,Low Activity
12645,39,6,2329.02,388.17,1503,250.5,90,6,0.4058666666666667,450,89.8,93.0,-0.0054978933305928,0.0,0.0,0.0,Germany,886.28,2,886.7609,Medium Future Value
12647,19,27,8698.09,322.1514814814815,4172,154.5185185185185,207,15,1.657016129032258,496,20.666666666666668,17.5,-0.5444331309209149,0.0,0.0,0.0,Germany,707.66,5,866.09674,Medium Future Value
12648,257,3,698.15,232.71666666666667,306,102.0,30,3,0.3459090909090909,264,132.0,132.0,0.7704365079365079,0.0,0.0,0.0,Germany,300.05,1,264.28552,Low Future Value
12649,31,5,1596.14,319.22799999999995,1129,225.8,78,5,0.3144628099173553,484,121.0,136.5,0.5311449413257217,0.0,0.0,0.0,Germany,193.07,2,703.1632,Growing Customer
12653,116,2,2607.68,1303.84,1000,500.0,55,2,0.2635497835497836,231,230.0,230.0,-0.6633999323416949,0.0,0.0,0.0,Other,1042.91,1,972.8196,Low Activity
12654,17,3,301.75,100.58333333333331,149,49.66666666666666,18,2,0.9318367346938776,98,98.0,98.0,0.0306191117092867,0.0,0.0,0.0,Germany,215.48,2,225.81555,Low Future Value
12656,23,5,2533.66,506.732,1387,277.4,114,5,0.4227777777777778,360,89.75,68.5,-0.6669577936085359,0.0,0.0,0.0,France,1790.0,3,1271.3685,Medium Future Value
12662,6,14,4225.39,301.81357142857144,2365,168.92857142857142,121,12,0.98877030162413,431,33.07692307692308,33.0,-0.1761593526299409,0.0,0.0,0.0,Germany,1807.15,6,1670.5457,High Future Value
12664,51,4,666.9,166.725,174,43.5,3,4,0.245979797979798,495,164.66666666666666,192.0,-0.1475,0.0,0.0,0.0,Other,849.1,4,813.60474,Medium Future Value
12668,78,8,9032.62,1129.0775,4559,569.875,255,8,0.5825837320574163,418,59.71428571428572,51.0,0.2609246326750271,0.0,0.0,0.0,Germany,738.68,1,746.1192,Growing Customer
12669,76,1,1028.3,1028.3,842,842.0,68,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,France,382.48,1,377.72705,Medium Future Value
12670,19,4,1547.03,386.7575,613,153.25,42,4,0.2607280513918629,467,155.66666666666666,153.0,5.451974951830442,0.0,0.0,0.0,France,1595.98,3,1566.8163,Growing Customer
12673,146,2,786.4,393.2,517,258.5,51,2,0.8010526315789473,76,75.0,75.0,-0.6093722369584439,0.0,0.0,0.0,Germany,353.62,1,348.1923,Low Future Value
12674,27,1,281.64,281.64,202,202.0,13,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,France,1107.14,3,921.1196,Medium Future Value
12676,9,7,1679.93,239.99,1166,166.57142857142858,50,5,0.7247619047619047,294,58.6,58.0,-0.3705503501522823,0.0,0.0,0.0,Sweden,382.44,3,593.95764,Medium Future Value
12678,7,10,4582.1,458.21,2262,226.2,86,10,0.5922178988326848,514,57.11111111111112,49.0,-0.3984215254160272,0.0,0.0,0.0,France,859.06,5,1234.925,Medium Future Value
12681,6,35,21305.6,608.7314285714285,12955,370.1428571428572,395,17,1.9766233766233767,539,15.852941176470589,13.0,0.5211447948563327,0.0,0.0,0.0,France,3815.06,8,4286.486,Growing Customer
12682,11,31,13821.38,445.85096774193545,6766,218.25806451612905,246,18,1.7251188299817186,547,18.2,15.5,-0.0406044882972541,0.0,0.0,0.0,France,4886.4800000000005,19,4758.729,High Future Value
12683,4,16,6927.9800000000005,432.99875,4720,295.0,188,9,0.8985977859778599,542,45.16666666666666,40.0,1.0417072954525308,0.0,0.0,0.0,France,2656.64,4,2663.2964,Growing Customer
